Yiddish	Gloss
זענדיק	V.PRES.PTCP
דורך	UNK1
זע־חוש	NOUN.MASC
זעברע	NOUN.FEM
זעברעס	NOUN.FEM.PL
זעערס	NOUN.MASC.PL
זעער	NOUN.MASC
דורכצוזעגן	V.INF
דורכזעגנדיק	PRES.PTCP
דורכגעזעגט	UNK1
זעגסטו	V.2.SG
געזעגט	PART
אונטערגעזעגט	UNK1
אונטערצוזעגן	V.INF
דורכזעגן	V.INF
אונטערזעגן	V.INF
זעגסט	V.2.SG
זעגנדיק	V.PRES.PTCP
אונטערזעגנדיק	PRES.PTCP
זעגעכץ	NOUN.NEUT
זעגלסטו	V.2.SG
אַרױפֿגעזעגלט	UNK1
געזעגלט	PART
אָפּזעגלענדיק	PRES.PTCP
זעגל	NOUN.MASC
אַרױפֿצוזעגלען	V.INF
אָפּגעזעגלט	UNK1
אָפּצוזעגלען	V.INF
זעגלענדיק	V.PRES.PTCP
אָפּזעגלען	V.INF
זעגלסט	V.2.SG
אַרױפֿזעגלענדיק	PRES.PTCP
אַרױפֿזעגלען	V.INF
זעגלברעט	NOUN.FEM
זעגלברעטער	NOUN.PL
זעגלברעטלערס	NOUN.MASC.PL
זעגלברעטלער	NOUN.MASC
זעגלשיפֿן	NOUN.PL
זעגלשיף	NOUN.FEM
זעגלשטריק	NOUN.MASC/FEM
זעגענענדיק	V.PRES.PTCP
אָפּזעגענען	V.INF
אָפּזעגענענדיק	PRES.PTCP
אָפּצוזעגענען	V.INF
אָפּגעזעגנט	UNK1
זעגנסטו	V.2.SG
זעגנסט	V.2.SG
זהירות	NOUN.NEUT
זעכטן	NOUN.PL
זעכט	NOUN
זעכציקסטל	NUM
זעכצן	NUM
זעכצנטל	NUM
זעקס	NUM
זעקסעקן	NOUN.PL
זעקסעק	NOUN.MASC
זעקסערס	NOUN.MASC.PL
זעקסער	NOUN.MASC
זעקסערלעך	NOUN.PL
זעקסטל	NOUN.NEUT
זעל	NOUN.FEM
זעלבשטענדיקײטן	NOUN.PL
זעלבשטענדיקײט	NOUN.FEM
זעלבשוץ	NOUN.FEM/MASC
זעלבסטבאַשטימונג	NOUN.FEM
זעלבסטבאַשטימונגען	NOUN.PL
זעלבסטבילדונגען	NOUN.PL
זעלבסטבילדונג	NOUN.FEM
זעלבסטפֿאַרװאַלטונג	NOUN
זעלבסטהאַס	NOUN.MASC
זעלבסטהערשונג	NOUN
זעלבסטהערשונגען	NOUN.PL
זעלבסטלערער	NOUN.MASC
זעלבסטלערערס	NOUN.MASC.PL
זעלבסטמאָרדן	NOUN.PL
זעלבסטמאָרד	NOUN
זעלבסטװערדע	NOUN.FEM
זעלבסטװערדעס	NOUN.FEM.PL
זעלבסטזיכערקײט	NOUN.FEM
זעלבסטזיכערקײטן	NOUN.PL
זעלע	NOUN.FEM
זעלען	NOUN.PL
זעלנער	NOUN.MASC
זעלנערעלע	NOUN.DIM.SG
זעלנערל	NOUN.DIM.SG
זעלנערלעך	NOUN.DIM.PL
זעלנערש	ADJ
זעלנערעלעך	NOUN.DIM.PL
זעלנערס	NOUN.MASC.PL
זעלנעריש	ADJ
זעלנערײַ	NOUN.NEUT
זעלנערײַען	NOUN.PL
זעלנערינס	NOUN.FEM.PL
זעלנערין	NOUN.FEM
זעלנערישקײט	NOUN.FEM
זעלנערישקײטן	NOUN.PL
זעלנערקע	NOUN.FEM
זעלנערקעס	NOUN.FEM.PL
זעלטנהײט	NOUN.FEM
זעלטנהײטן	NOUN.PL
זעלטנקײט	NOUN
זעלטנקײטן	NOUN.PL
זעלצערװאַסער	NOUN.NEUT
זמרעלע	NOUN.DIM.SG
זמרלעך	NOUN.DIM.PL
זמר	NOUN.MASC
זמרעלעך	NOUN.DIM.PL
זמרל	NOUN.DIM.SG
זעמעלע	NOUN.DIM.SG
זעמעלעך	NOUN.DIM.PL
זעמלעך	NOUN.DIM.PL
זעמסקי	ADJ
זעמסטװע	NOUN.FEM
זעמסטװעס	NOUN.FEM.PL
זענעפֿט	NOUN.MASC
זעניטקעס	?.PL
זעניטשיקעס	NOUN.PL
זריזים	NOUN.PL
זעטן	NOUN.PL
אָנזעטיקנדיק	PRES.PTCP
אָנזעטיקן	V.INF
זעטיקסטו	V.2.SG
געזעטיקט	PART
אָנצוזעטיקן	V.INF
אָנגעזעטיקט	UNK1
זעטיקנדיק	V.PRES.PTCP
זעטיק	ADJ.SG.PRED
זעטיקסט	V.2.SG
זעטיקײט	NOUN
זעטיקײטן	NOUN.PL
זעטיקונג	NOUN.FEM
זעטיקונגען	NOUN.PL
אַרױסזעצנדיק	PRES.PTCP
אַנידערזעצן	V.INF
פֿאָרזעצן	V.INF
אַרױסגעזעצט	UNK1
צוריקזעצנדיק	PRES.PTCP
אַרײַנגעזעצט	UNK1
אַװעקצוזעצן	V.INF
אױפֿגעזעצט	UNK1
אַרױסזעצן	V.INF
אױסצוזעצן	V.INF
אַװעקזעצן	V.INF
אָפּצוזעצן	V.INF
צוצוזעצן	V.INF
אַרומזעצנדיק	PRES.PTCP
אַרײַנזעצן	V.INF
צוזעצנדיק	PRES.PTCP
אײַנגעזעצט	UNK1
איבערצוזעצן	V.INF
אונטערזעצן	V.INF
אַראָפּזעצן	V.INF
געזעצט	PART
אַרױפֿזעצן	V.INF
פֿאָרגעזעצט	UNK1
אײַנזעצן	V.INF
אױסגעזעצט	UNK1
אונטערזעצנדיק	PRES.PTCP
אָפּגעזעצט	UNK1
אַרומצוזעצן	V.INF
זעצסט	V.2.SG
אַרומזעצן	V.INF
אױפֿצוזעצן	V.INF
אײַנצוזעצן	V.INF
אַרומגעזעצט	UNK1
צונױפֿצוזעצן	V.INF
אַרױפֿצוזעצן	V.INF
אַװעקזעצנדיק	PRES.PTCP
זעצנדיק	V.PRES.PTCP
צונױפֿזעצנדיק	PRES.PTCP
צוגעזעצט	UNK1
אַנידערצוזעצן	V.INF
איבערגעזעצט	UNK1
צוזעצן	V.INF
זעצסטו	V.2.SG
צונױפֿגעזעצט	UNK1
אַרױפֿגעזעצט	UNK1
אַרױסצוזעצן	V.INF
אָפּזעצן	V.INF
אָפּזעצנדיק	PRES.PTCP
פֿאָרצוזעצן	V.INF
אַרײַנזעצנדיק	PRES.PTCP
אַרױפֿזעצנדיק	PRES.PTCP
איבערזעצנדיק	PRES.PTCP
אַנידערזעצנדיק	PRES.PTCP
אָנגעזעצט	UNK1
אײַנזעצנדיק	PRES.PTCP
אױסזעצן	V.INF
איבערזעצן	V.INF
צוריקצוזעצן	V.INF
אױסזעצנדיק	PRES.PTCP
אַראָפּצוזעצן	V.INF
אַװעקגעזעצט	UNK1
אונטערגעזעצט	UNK1
צונױפֿזעצן	V.INF
אונטערצוזעצן	V.INF
אַראָפּגעזעצט	UNK1
אָנצוזעצן	V.INF
אַנידערגעזעצט	UNK1
צוריקגעזעצט	UNK1
אַראָפּזעצנדיק	PRES.PTCP
זעץ	NOUN.MASC
אָנזעצנדיק	PRES.PTCP
צוריקזעצן	V.INF
אַרײַנצוזעצן	V.INF
פֿאָרזעצנדיק	PRES.PTCP
אױפֿזעצנדיק	PRES.PTCP
זעצער	NOUN.MASC
זעצערס	NOUN.MASC.PL
זעצערײַ	NOUN.NEUT
זעצערײַען	NOUN.PL
זעונגען	NOUN.PL
זעונג	NOUN.FEM
אַדורכגעזײט	UNK1
זײענדיק	V.PRES.PTCP
געזײט	PART
אַדורכזײען	V.INF
זײסטו	V.2.SG
אַדורכצוזײען	V.INF
אַדורכזײענדיק	PRES.PTCP
זײסט	V.2.SG
זײדע	NOUN.MASC
זײדנס	NOUN.POSS
זײדן	N.DAT
זײדעניו	NOUN.MASC
זײעריק	ADJ
אָנזײפֿנדיק	PRES.PTCP
זײפֿסטו	V.2.SG
זײף	NOUN.FEM/MASC
אױסצוזײפֿן	V.INF
אױסזײפֿנדיק	PRES.PTCP
אױסזײפֿן	V.INF
זײפֿנדיק	V.PRES.PTCP
אָנזײפֿן	V.INF
זײפֿסט	V.2.SG
אױסגעזײפֿט	UNK1
אָנגעזײפֿט	UNK1
געזײפֿט	PART
אָנצוזײפֿן	V.INF
זײפֿבלעזלעך	NOUN.PL
זײפֿבלעזל	NOUN.NEUT
זײפֿװאַסער	NOUN.NEUT
אָנגעזײגט	UNK1
אָנזײגנדיק	PRES.PTCP
זײגסטו	V.2.SG
אָפּזײגן	V.INF
אױסצוזײגן	V.INF
אָפּגעזײגט	UNK1
אָפּזײגנדיק	PRES.PTCP
געזײגט	PART
אָנצוזײגן	V.INF
אױסזײגן	V.INF
זײגסט	V.2.SG
זײגנדיק	V.PRES.PTCP
אָפּצוזײגן	V.INF
אָנזײגן	V.INF
אױסגעזײגט	UNK1
אױסזײגנדיק	PRES.PTCP
זײגערעלעך	NOUN.DIM.PL
זײגער	NOUN.MASC
זײגערס	NOUN.MASC.PL
זײגערעלע	NOUN.DIM.SG
זײגער־מאַכער	NOUN.MASC
זײגער־מאַכערס	NOUN.MASC.PL
זײגער־מאַכערײַ	NOUN.NEUT
זײגער־מאַכערײַען	NOUN.PL
זײגער־זאָנעס	NOUN.FEM.PL
זײגער־זאָנע	NOUN.FEM
זײגערינס	NOUN.FEM.PL
זײגערין	NOUN.FEM
זײגערלעך	NOUN.PL
זײגערל	NOUN.NEUT
זײגערװײַלעכץ	ADV
זײגקינדער	NOUN.PL
זײגקינד	NOUN.NEUT
זרע	NOUN.MASC
זרײם	NOUN.PL
זגאַל	NOUN.MASC
זגאַלן	NOUN.PL
זשאַבעלע	NOUN.DIM.SG
זשאַבעלעך	NOUN.DIM.PL
זשאַבע	NOUN.FEM
זשאַבעס	NOUN.FEM.PL
זשאַבקעס	NOUN.FEM.PL
זשאַבקעלעך	NOUN.DIM.PL
זשאַבקע	NOUN.FEM
זשאַבקעלע	NOUN.DIM.SG
זשאַקעטעלעך	NOUN.DIM.PL
זשאַקעטן	NOUN.PL
זשאַקעטל	NOUN.DIM.SG
זשאַקעטעלע	NOUN.DIM.SG
זשאַקעטלעך	NOUN.DIM.PL
זשאַקעט	NOUN.MASC
זשאַלעװאַניעס	NOUN.FEM.PL
זשאַלעװאַניע	NOUN.FEM
זשאַלעװעסטו	V.2.SG
זשאַלעװענדיק	V.PRES.PTCP
זשאַלעװעסט	V.2.SG
געזשאַלעװעט	PART
זשאַליװן	NOUN.PL
זשאַלאָװאַניעס	?.PL
זשאַלוזן	NOUN.PL
זשאַלוזיעס	NOUN.FEM.PL
זשאַלוזיע	NOUN.FEM
זשאַליוס	NOUN.MASC?
זשאַליוסן	NOUN.PL
זשאַנדאַרן	NOUN.PL
זשאַנדאַר	NOUN
זשאַנדאַרמען	NOUN.PL
זשאַנדאַרם	NOUN.MASC
זשאַנערן	NOUN.PL
זשאַנערס	NOUN.MASC.PL
זשאַנער	NOUN.MASC
זשאַר	NOUN.MASC
אָפּצוזשאַרען	V.INF
זשאַרעסט	V.2.SG
אָפּזשאַרען	V.INF
זשאַרענדיק	V.PRES.PTCP
זשאַרעסטו	V.2.SG
אָפּגעזשאַרעט	UNK1
געזשאַרעט	PART
אָפּזשאַרענדיק	PRES.PTCP
זשאַרגאָנדלעך	NOUN.DIM.PL
זשאַרגאָנען	NOUN.PL
זשאַרגאָן	NOUN.MASC
זשאַרגאָנדל	NOUN.DIM.SG
זשאַרגאָניש	ADJ
זשאַרגאָנדעלע	NOUN.DIM.SG
זשאַרגאָנדעלעך	NOUN.DIM.PL
זשאַרגאָנישקײט	NOUN.FEM
זשאַרגאָנישקײטן	NOUN.PL
זשאַרגאָנװאָרט	NOUN.NEUT
זשאַרגאָנװערטער	NOUN.PL
זשאַװער	NOUN.MASC
זשאַװערסטו	V.2.SG
געזשאַװערט	PART
זשאַװערסט	V.2.SG
זשאַװערנדיק	V.PRES.PTCP
זשע	EXCLAM
זשעברענדיק	V.PRES.PTCP
זשעברעסטו	V.2.SG
געזשעברעט	PART
זשעברעסט	V.2.SG
צונױפֿזשעברעװען	V.INF
אָנגעזשעברעװעט	UNK1
זשעברעװעסט	V.2.SG
זשעברעװענדיק	V.PRES.PTCP
געזשעברעװעט	PART
זשעברעװעסטו	V.2.SG
צונױפֿצוזשעברעװען	V.INF
אָנזשעברעװענדיק	PRES.PTCP
צונױפֿגעזשעברעװעט	UNK1
אָנזשעברעװען	V.INF
אָנצוזשעברעװען	V.INF
צונױפֿזשעברעװענדיק	PRES.PTCP
זשעדנעקײט	NOUN.FEM
זשעדנעקײטן	NOUN.PL
זשעלע	NOUN.MASC
זשעלעען	NOUN.PL
זשעמיק	NOUN.MASC?
זשעמיקעס	NOUN.PL
זשעניִען	NOUN.PL
זשעני	NOUN.MASC
זשערעבעץ	NOUN.MASC
זשערעבעצעס	NOUN.PL
זשעסט	NOUN.MASC
זשעסטן	NOUN.PL
זשעסטיקולירסט	V.2.SG
זשעסטיקולירסטו	V.2.SG
זשעסטיקולירנדיק	V.PRES.PTCP
זשײװאָראָנקע	NOUN.FEM
זשײװאָראָנקעס	NOUN.FEM.PL
זשיביק	NOUN.MASC
זשיביקעס	NOUN.PL
זשיד	NOUN.MASC
זשידעס	NOUN.PL
זשידלאַקס	NOUN.PL
זשידלאַק	NOUN
זשידאָװקע	NOUN
זשידאָװקעס	NOUN.PL
זשיקעקעס	NOUN.PL
זשיקעק	NOUN
זשיפּעסט	V.2.SG
געזשיפּעט	PART
זשיפּענדיק	V.PRES.PTCP
זשיפּעסטו	V.2.SG
זשיראַפֿן	NOUN.PL
זשיראַף	NOUN.MASC
זשיראַנדל	NOUN.MASC
זשירע	NOUN.FEM
זשירעסטו	V.2.SG
זשירעסט	V.2.SG
זשירעס	NOUN.FEM.PL
געזשירעט	PART
זשירענדיק	V.PRES.PTCP
זשירירנדיק	V.PRES.PTCP
זשירירסטו	V.2.SG
זשירירסט	V.2.SG
זשיװעצעס	NOUN.FEM.PL
זשיװעצע	NOUN.FEM
זשלאָבעס	NOUN.PL
זשלאָב	NOUN.MASC
זשליאָקעסט	V.2.SG
זשליאָקענדיק	V.PRES.PTCP
אָנצוזשליאָקען	V.INF
געזשליאָקעט	PART
אָנזשליאָקען	V.INF
זשליאָקעסטו	V.2.SG
אָנזשליאָקענדיק	PRES.PTCP
אָנגעזשליאָקעט	UNK1
זשמעניע	NOUN.FEM
זשמעניעס	NOUN.FEM.PL
זשמורענדיק	V.PRES.PTCP
צוגעזשמורעט	UNK1
געזשמורעט	PART
צוזשמורען	V.INF
צוזשמורענדיק	PRES.PTCP
זשמורעסט	V.2.SG
צוצוזשמורען	V.INF
זשמורעסטו	V.2.SG
זשאָכלינער	NOUN.MASC
זשאָכלינערינס	NOUN.FEM.PL
זשאָכלינערין	NOUN.FEM
זשאָנדצע	NOUN.MASC
זשאָנגלירנדיק	V.PRES.PTCP
זשאָנגלירסטו	V.2.SG
זשאָנגלירסט	V.2.SG
זשאָנגליאָר	NOUN.MASC
זשאָנגליאָרן	NOUN.PL
זשוקעלע	NOUN.DIM.SG
זשוק	NOUN.MASC
זשוקעס	NOUN.PL
זשוקלעך	NOUN.DIM.PL
זשוקל	NOUN.DIM.SG
זשוקעלעך	NOUN.DIM.PL
זשוליק	NOUN.MASC
זשוליקעס	NOUN.PL
זשום	NOUN.MASC
זשומען	NOUN.PL
זשומיק	ADJ
געזשומעט	PART
אונטערצוזשומען	V.INF
זשומענדיק	V.PRES.PTCP
זשומעסט	V.2.SG
זשומעסטו	V.2.SG
אונטערזשומען	V.INF
אונטערגעזשומעט	UNK1
אונטערזשומענדיק	PRES.PTCP
זשומזשעס	NOUN.FEM.PL
זשומזשע	NOUN.FEM
זשונגל	NOUN.MASC
זשונגלען	NOUN.PL
זשופּיצל	NOUN.DIM.SG
זשופּיצלעך	NOUN.DIM.PL
זשופּיצעלעך	NOUN.DIM.PL
זשופּיצעס	NOUN.FEM.PL
זשופּיצע	NOUN.FEM
זשופּיצעלע	NOUN.DIM.SG
זשוראַװינע	NOUN.FEM
זשוראַװינעס	NOUN.FEM.PL
זשורעכלינעס	NOUN.FEM.PL
זשורעכלינע	NOUN.FEM
זשוריִען	NOUN.PL
זשורי	NOUN.FEM
זשורנאַל	NOUN.MASC
זשורנאַלן	NOUN.PL
זשורנאַליסט	NOUN.MASC
זשורנאַליסטן	NOUN.PL
זשורנאַליסטיק	NOUN.FEM
זשורנאַליסטקעס	NOUN.PL
זשורנאַליסטקע	NOUN
געזשורטשעט	PART
זשורטשעסטו	V.2.SG
זשורטשענדיק	V.PRES.PTCP
זשורטשעסט	V.2.SG
זשוזשוקעסט	V.2.SG
געזשוזשוקעט	PART
זשוזשוקענדיק	V.PRES.PTCP
זשוזשוקעסטו	V.2.SG
זשװיר	NOUN.MASC
כ	NOUN.PL
זיבעטל	NOUN.NEUT
זיבעציקסטל	NUM
זיבעצן	NUM
זיבעצנטל	NUM
זיבן	NUM
זיבנט	ADJ
זיבנפֿאַכיק	ADJ
אױפֿצוזידן	V.INF
צוצוזידן	V.INF
געזאָדן	PART
זידסט	V.2.SG
געזאָטן	PART
אױפֿזידן	V.INF
צוזידנדיק	PRES.PTCP
זידסטו	V.2.SG
געזידט	PART
זידנדיק	V.PRES.PTCP
אױפֿגעזאָדן	UNK1
צוגעזאָדן	UNK1
אױפֿזידנדיק	PRES.PTCP
צוזידן	V.INF
אױסגעזידלט	UNK1
אױסצוזידלען	V.INF
זידלסטו	V.2.SG
אָנזידלענדיק	PRES.PTCP
אָפּגעזידלט	UNK1
אױסזידלען	V.INF
זידלסט	V.2.SG
געזידלט	PART
אָפּזידלען	V.INF
אָנזידלען	V.INF
אָנצוזידלען	V.INF
זידלענדיק	V.PRES.PTCP
אָנגעזידלט	UNK1
אָפּזידלענדיק	PRES.PTCP
אָפּצוזידלען	V.INF
אױסזידלענדיק	PRES.PTCP
זידלערײַען	NOUN.PL
זידלערײַ	NOUN.NEUT
זידלװערטל	NOUN.DIM.SG
זידלװאָרט	NOUN.NEUT
זידלװערטלעך	NOUN.DIM.PL
זידלװערטער	NOUN.PL
זידלװערטעלע	NOUN.DIM.SG
זידלװערטעלעך	NOUN.DIM.PL
אָפּזיפֿצנדיק	PRES.PTCP
אָפּגעזיפֿצט	UNK1
אונטערגעזיפֿצט	UNK1
זיפֿצסטו	V.2.SG
זיפֿץ	NOUN.MASC
זיפֿצנדיק	V.PRES.PTCP
אָפּצוזיפֿצן	V.INF
אונטערזיפֿצנדיק	PRES.PTCP
אָפּזיפֿצן	V.INF
אונטערזיפֿצן	V.INF
אונטערצוזיפֿצן	V.INF
געזיפֿצט	PART
זיפֿצסט	V.2.SG
זיגנדיק	V.PRES.PTCP
זיגסט	V.2.SG
זיגסטו	V.2.SG
געזיגט	PART
זיג	NOUN.MASC
זיגערס	NOUN.MASC.PL
זיגעריש	ADJ
זיגער	NOUN.MASC
אײַנצוזיגלען	V.INF
געזיגלט	PART
אײַנזיגלענדיק	PRES.PTCP
אײַנזיגלען	V.INF
זיגלסט	V.2.SG
אײַנגעזיגלט	UNK1
זיגלסטו	V.2.SG
זיגלענדיק	V.PRES.PTCP
זיגל	NOUN.MASC/NEUT
זיגזאַגיש	ADJ
זיגזאַגן	NOUN.PL
זיגזאַג	NOUN.NEUT
זיך־פֿאַרטײדיקונג	NOUN.FEM
זיך־פֿאַרטײדיקונגען	NOUN.PL
זיך־צוטרױ	NOUN.MASC
געזיכערט	PART
זיכער	ADJ.SG.PRED
זיכערנדיק	V.PRES.PTCP
זיכערסטו	V.2.SG
זיכערסט	V.2.SG
זיכערהײט	ADV
זיכערקײט	NOUN.FEM
זיכערקײטן	NOUN.PL
זיכערונג	NOUN.FEM
זיכערונגען	NOUN.PL
זיקנה	NOUN
לע{ל}זכּרון	ADV
זכּרונס	NOUN.PL
זכרונות	NOUN.PL
זיקרעס	NOUN.FEM.PL
זיקרע	NOUN.FEM
זילב	NOUN.MASC?
זילבערנדיק	V.PRES.PTCP
זילבערסט	V.2.SG
זילבערדיק	ADJ
געזילבערט	PART
זילבערסטו	V.2.SG
זילבער	NOUN.NEUT
זילבערפּאַפּירן	NOUN.PL
זילבערפּאַפּיר	NOUN.NEUT
זילבערװאַרג	NOUN.NEUT
זילזול	NOUN.MASC
זילזולים	NOUN.PL
זינד	NOUN.FEM
זינדיק	ADJ
אונטערזינדיקנדיק	PRES.PTCP
אונטערגעזינדיקט	UNK1
זינדיקסט	V.2.SG
אונטערזינדיקן	V.INF
געזינדיקט	PART
זינדיקסטו	V.2.SG
אונטערצוזינדיקן	V.INF
זינדיקנדיק	V.PRES.PTCP
זינדיקײטן	NOUN.PL
זינדיקײט	NOUN.FEM
זינדיקער	NOUN.MASC
זינען	NOUN.MASC
נאָכצוזינגען	V.INF
איבערזינגען	V.INF
אונטערצוזינגען	V.INF
איבערצוזינגען	V.INF
איבערזינגענדיק	PRES.PTCP
אָפּזינגען	V.INF
צוצוזינגען	V.INF
אונטערזינגענדיק	PRES.PTCP
אָנצוזינגען	V.INF
אָפּזינגענדיק	PRES.PTCP
צוזינגענדיק	PRES.PTCP
נאָכזינגען	V.INF
נאָכזינגענדיק	PRES.PTCP
אָפּצוזינגען	V.INF
אָנזינגען	V.INF
אױסזינגענדיק	PRES.PTCP
אונטערזינגען	V.INF
אָפּגעזונגען	UNK1
אונטערגעזונגען	UNK1
צוגעזונגען	UNK1
מיטגעזונגען	UNK1
אױסזינגען	V.INF
זינגסט	V.2.SG
געזונגען	PART
אױפֿזינגען	V.INF
אָנגעזונגען	UNK1
מיטזינגען	V.INF
איבערגעזונגען	UNK1
אױפֿצוזינגען	V.INF
צוזינגען	V.INF
מיטזינגענדיק	PRES.PTCP
אױסצוזינגען	V.INF
אױפֿגעזונגען	UNK1
נאָכגעזונגען	UNK1
אָנזינגענדיק	PRES.PTCP
אױסגעזונגען	UNK1
אױפֿזינגענדיק	PRES.PTCP
זינגענדיק	V.PRES.PTCP
זינגסטו	V.2.SG
מיטצוזינגען	V.INF
זינגערעלע	NOUN.DIM.SG
זינגערס	NOUN.PL
זינגערעלעך	NOUN.DIM.PL
זינגער	NOUN.MASC
זינגערײַ	NOUN.NEUT
זינגערײַען	NOUN.PL
זינגערין	NOUN
זינגערינס	NOUN.PL
זינגערקעס	NOUN.PL
זינגערקע	NOUN
זינגערל	NOUN.NEUT
זינגערלעך	NOUN.PL
זינגלידער	NOUN.PL
זינגליד	NOUN.NEUT
זינקסטו	V.2.SG
אײַנזינקען	V.INF
זינקסט	V.2.SG
אַראָפּזינקען	V.INF
זינקענדיק	V.PRES.PTCP
אײַנצוזינקען	V.INF
אײַנגעזונקען	UNK1
אַראָפּזינקענדיק	PRES.PTCP
אײַנזינקענדיק	PRES.PTCP
געזונקען	PART
אַראָפּצוזינקען	V.INF
אַראָפּגעזונקען	UNK1
זינט	ADV
אַדורכגעזיפּט	UNK1
אַדורכזיפּן	V.INF
זיפּ	NOUN.FEM
אַדורכצוזיפּן	V.INF
דורכגעזיפּט	UNK1
זיפּסט	V.2.SG
דורכצוזיפּן	V.INF
געזיפּט	PART
זיפּסטו	V.2.SG
דורכזיפּנדיק	PRES.PTCP
זיפּנדיק	V.PRES.PTCP
דורכזיפּן	V.INF
אַדורכזיפּנדיק	PRES.PTCP
זיפּערס	NOUN.MASC.PL
זיפּער	NOUN.MASC
זיס	ADJ.SG.PRED
זיסלעך	ADJ
זיסינקע	NOUN.PL
זיסקײט	NOUN.FEM
זיסקײטן	NOUN.PL
זיסװאַרג	NOUN.NEUT
זיטן	NOUN.PL
זיצסט	V.2.SG
זיץ	NOUN.MASC
אײַנגעזעסן	UNK1
זיצעלע	NOUN.DIM.SG
אָפּצוזיצן	V.INF
אַװעקצוזיצן	V.INF
זיצל	NOUN.DIM.SG
מיטגעזעסן	UNK1
אַדורכזיצן	V.INF
מיטזיצנדיק	PRES.PTCP
אַװעקזיצנדיק	PRES.PTCP
אױסזיצנדיק	PRES.PTCP
אײַנצוזיצן	V.INF
איבערצוזיצן	V.INF
אױסצוזיצן	V.INF
מיטזיצן	V.INF
אָפּגעזעסן	UNK1
אײַנזיצן	V.INF
אַדורכצוזיצן	V.INF
אַװעקזיצן	V.INF
איבערזיצנדיק	PRES.PTCP
אױסגעזעסן	UNK1
אָפּזיצן	V.INF
מיטצוזיצן	V.INF
אָפּזיצנדיק	PRES.PTCP
אַװעקגעזעסן	UNK1
אַדורכגעזעסן	UNK1
זיצסטו	V.2.SG
אײַנזיצנדיק	PRES.PTCP
זיצלעך	NOUN.DIM.PL
זיצעלעך	NOUN.DIM.PL
איבערזיצן	V.INF
אַדורכזיצנדיק	PRES.PTCP
אױסזיצן	V.INF
איבערגעזעסן	UNK1
זיצנדיק	V.PRES.PTCP
זיצער	NOUN.MASC
זיצערס	NOUN.MASC.PL
זיצערקעס	NOUN.MASC.PL
זיצערקע	NOUN.MASC
זיצפֿלײש	NOUN.NEUT
זיצנדיקערהײט	ADV
זיצערטער	NOUN.PL
זיצאָרט	NOUN.NEUT
זיצפּלעצער	NOUN.PL
זיצפּלאַץ	NOUN.MASC
זיצונג	NOUN.FEM
זיצונגען	NOUN.PL
זיװג	NOUN.MASC
זוגים	NOUN.PL
זיװגשאַפֿטן	NOUN.PL
זיװגשאַפֿט	NOUN.FEM
זקנות	NOUN.PL
זקנה	NOUN
זכיותן	NOUN.PL
זכיות	NOUN.PL
זכיה	NOUN.FEM
זכות	NOUN.MASC
זכוסן	NOUN.PL
זכותים	NOUN.PL
זכוס_אָװעסן	NOUN.PL
זכות־אָבֿות	NOUN.FEM
זקונים	NOUN.PL
זליפּעץ	NOUN.MASC?
זליפּעצן	NOUN.PL
זליװ	NOUN.MASC?
זלאָטעס	?.PL
זמנים	NOUN.PL
זמן	NOUN.MASC
זמירות	NOUN.PL
זמאָרשטשעסטו	V.2.SG
זמאָרשטשענדיק	V.PRES.PTCP
זמאָרשטשעסט	V.2.SG
זנאַקן	NOUN.PL
זנאַק	NOUN.MASC
זנאַקעס	NOUN.PL
זנאַכער	NOUN.MASC
זנאַכערס	NOUN.MASC.PL
זנאַכערקעס	NOUN.MASC.PL
זנאַכערקע	NOUN.MASC
זנות	NOUN.MASC/FEM
זאָד	NOUN.MASC
זאָדיק	NOUN.MASC
זאָדיקלעך	NOUN.DIM.PL
זאָדיקעלעך	NOUN.DIM.PL
זאָדיקעס	NOUN.PL
זאָדיקעלע	NOUN.DIM.SG
זאָדיקל	NOUN.DIM.SG
פֿאָרױסזאָגנדיק	PRES.PTCP
נאָכגעזאָגט	UNK1
אױסזאָגנדיק	PRES.PTCP
נאָכזאָגן	V.INF
פֿאָרױסגעזאָגט	UNK1
װאָרזאָגנדיק	PRES.PTCP
זאָגנדיק	V.PRES.PTCP
איבערצוזאָגן	V.INF
איבערזאָגן	V.INF
אױסזאָגן	V.INF
אָפּצוזאָגן	V.INF
אַרױסגעזאָגט	UNK1
װאָרגעזאָגט	UNK1
אױסגעזאָגט	UNK1
אָנזאָגנדיק	PRES.PTCP
אונטערגעזאָגט	UNK1
װאָרצוזאָגן	V.INF
אַרײַנצוזאָגן	V.INF
אױסצוזאָגן	V.INF
אָפּגעזאָגט	UNK1
צוצוזאָגן	V.INF
אַרײַנזאָגן	V.INF
פֿאָרױסצוזאָגן	V.INF
אַרױסצוזאָגן	V.INF
צוזאָגנדיק	PRES.PTCP
זאָגסט	V.2.SG
אָפּזאָגנדיק	PRES.PTCP
אָנצוזאָגן	V.INF
איבערזאָגנדיק	PRES.PTCP
געזאָגט	PART
אַרײַנזאָגנדיק	PRES.PTCP
איבערגעזאָגט	UNK1
אונטערזאָגנדיק	PRES.PTCP
װאָרזאָגן	V.INF
צוגעזאָגט	UNK1
אַרײַנגעזאָגט	UNK1
אָנגעזאָגט	UNK1
זאָגסטו	V.2.SG
אונטערזאָגן	V.INF
נאָכצוזאָגן	V.INF
