חַנוֹכים,1
פּלואן,2
פּלואים,1
חֶצרוֹנען,5
חֶצרוֹנים,2
כַּרמין,1
כַּרמים,1
ראובֿנים,16
נמואֵל,2
קֹרַחס,3
"אומגעקומען.
",4
נמואֵלן,1
נמואֵלים,1
יָמינען,1
יָמינים,1
יָכינען,2
יָכינים,1
זַרכים,1
שָאולן,169
שָאולים,1
צפֿוֹנען,1
צפֿוֹנים,1
חַגין,1
חַגים,1
שונין,1
שונים,1
אָזנין,1
אָזנים,1
עֵרין,1
עֵרים,1
אַרוֹדן,1
אַרוֹדים,1
אַראֵלין,1
אַראֵלים,1
שלהן,1
שֵלוֹנים,1
פּרֶצן,1
פּרצים,1
זַרחים,5
פּרֶץ,6
חָמולן,1
חָמולים,1
תּוֹלָעִים,1
פּווָהן,1
פּונים,1
יָשובֿן,1
יָשובֿים,1
שִמרוֹנען,1
שִמרוֹנים,1
סֶרֶדן,1
סַרדים,1
אֵלוֹנען,1
אֵלוֹנים,1
יַחלאֵלן,1
יַחלאֵלים,1
זבֿולוֹנים,1
מָכירן,3
מָכירים,1
גִלעָדן,2
גִלעָדים,1
איעֶזֶר,1
איעֶזרים,1
חֵלֶקן,1
חֶלקים,1
אַשׂריאֵל,3
אַשׂריאֵלים,1
שִכמים,1
שמידָע,2
שמידָעִים,1
חֵפֿר,5
חֶפֿרים,1
צלָפֿחָד,3
חֵפֿרן,1
צלָפֿחָדס,1
מַחלָה,4
נוֹעָה,4
חָגלָה,4
תִּרצָה,16
שותֶלַחן,1
שותַלחים,1
בכֶרן,1
בכרים,1
תַּחַנען,1
תַּחנים,1
שותֶלַח,3
עֵרָנען,1
עֵרָנים,1
"משפּחות.
",7
בֶלַען,2
בַלעִים,1
אַשבֵלן,1
אַשבֵלים,1
אַחירָמען,1
אַחירָמים,1
שפֿופֿמען,1
שִפֿמים,1
חופֿמען,1
חופֿמים,1
בלַען,1
אַרד,1
אַרדן,1
אַרדים,1
נַעֲמָנען,3
נַעֲמָנים,1
שוחָמען,1
שוחָמים,2
יִמנָהן,1
יִשוִין,1
יִשוִים,1
בריעִים,1
חֶבֿרן,2
חֶבֿרים,1
מַלכּיאֵלן,1
מַלכּיאֵלים,1
אָשרס,1
יַחצאֵלן,1
יַחצאֵלים,1
גונין,2
גונים,1
יֵצֶרן,1
יִצרים,1
שִלֵמען,1
שִלֵמים,1
"דרײַסיק.
",5
מערערן,4
װינציקערן,3
װינציקער,4
אױסגעטײלט,4
"װינציקערן.
",1
מרָרים,1
חֶבֿרוֹנים,1
עַמרָמען,5
יוֹכֶבֿד,1
"נון.

",2
טענהן,3
צלָפֿחָדן,5
איבערגײן,9
נענטסטן,1
רעכט-געזעץ,1
עַבֿרים,4
מריבֿת-קָדֵש,2
"צִן.
",1
"פּאַסטוך.
",1
גלאַנץ,22
אורים,2
געשלאָגענעם,7
"גיסאָפּפֿער.
",10
רֹאש-חוֹדש,12
טעגלעך,1
שבֿועות,4
שפּײַזאָפֿפּער,1
"גיסאָפּפֿער.

",2
"פֿרידאָפּפֿער.

",1
"באַפֿױלן.
מַטוֹת
",1
"באַפֿױלן
",1
אַסרן,2
איסור,8
װײַבספּאַרשױן,12
געאַסרט,9
צושװײַגן,4
געװערט,6
איסורים,3
אַרױסרעד,2
צוגעשװיגן,2
אַרױסלאָז,2
געשװאָרענער,1
מעת-לעת,5
"הױז.

",6
באַװאָפֿנט,4
אױסצופֿירן,1
"חיל.
",2
צוגעשטעלט,1
באַװאָפֿנטע,16
שאַלטרומײטן,2
אַוִי,2
רֶקֶם,6
צור,26
רֶבֿע,2
לאַגערדערפֿער,3
זאַקרױב,22
טרײַברױב,5
"יריחו.
",6
אױפֿגעזעצטע,2
מלחמה-דינסט,1
װײַבספּאַרשױנען?,1
אָנרעד,1
װײַבספּאַרשױנען,4
לאַגערט,3
"רײניקן.
",1
חילס-לײַט,4
צין,3
געפֿאַנגענעם,5
מלחמה-האַלטערס,1
אָפּגאָב,13
מלחמה-לײַט,22
חיל-פֿאָלק,1
גערױבט,9
האַנטקײטלעך,1
עַטָרוֹת,4
נִמרָה,1
אֶלעָלֵה,3
שׂבֿם,1
נבֿוֹ,10
בעוֹן,1
אַריבערצוגײן,4
געגעבן?,2
קָדֵש-ברנֵעַ,10
יעקבֿן!,1
װאָגלען,8
געזינדל,12
זינדיקע,20
צוצולײגן,5
"מזרח.
",5
באַװאָפֿענען,1
פֿאַרטרײַבט,6
בױט,15
געהעפֿטן,6
"טאָן.

",3
באַפֿעלט,12
באַװאָפֿנטער,2
"רעדט.
",1
געמאַרקן,14
אָפּגעבױט,19
עַרוֹעֵר,11
עַטרוֹת-שוֹפֿן,1
יָגבהָה,1
בית-נִמרָה,2
בית-הָרָן,1
אֶלעָלֵא,1
קִריָתַיִם,4
בעַל-מְעוֹן,2
אומגעביטענע,1
שִׂבֿמָה,3
יָאיר,3
חווֹת-יָאיר,2
נוֹבֿח,2
קנָת,2
"נאָמען.
מַסְעֵי
",1
אַרױסגאַנגען,3
"אַרױסגאַנגען
",1
אֵַתָם,1
בעַל-צפֿוֹן,1
פּנֵי-הַחירוֹת,1
דָפֿקָה,2
אָלוש,2
רפֿידים,2
חַצֵרוֹת,2
רִתמָה,2
רִמוֹן-פּרֶץ,2
לִבֿנָה,13
רִסָה,2
קהלָה,2
שֶפֿר,2
חַרָדָה,2
געצױפֿן,1
מַקהלוֹת,2
תַּחַת,2
מִתקָה,2
חַשמוֹנָה,2
מוֹסֵרוֹת,2
בנֵי-יַעֲקָן,2
חוֹר-הַגִדגָד,2
יָטבֿה,3
עַבֿרוֹנָה,2
עֶציוֹן-גֶבֿר,2
פֿערציקסטן,4
צַלמוֹנָה,2
פֿונוֹן,2
עִיֵי-עַבֿרים,1
עִיִים,2
דיבֿוֹן-גָד,2
עַלמוֹן-דִבֿלָתַיִם,2
בית-ישימוֹת,3
אָבֿל-שִטים,1
בילדער,14
אױספֿאַלן,2
"אַרבן.
",7
שטעכערס,3
"אײַך.

",3
אױסדרײען,2
אױפֿגאַנג,13
עַקרַבים,3
חַצַר-אַדָר,1
עַצמוֹן,3
יַם-הַגָדול,6
צײכענען,3
חַמָת,8
צדָד,2
זִפֿרוֹן,1
חַצַר-עֵינָן,2
שפֿם,3
רִבֿלָה,6
עַיִן,5
באַרגרוקן,1
כִּנֶרֶת,4
"אַרום.
",6
"זונאױפֿגאַנג.
",2
שמואל,98
אֶלידָד,1
כִּסלוֹנען,1
בוקי,4
יָגלין,1
חַניאֵל,1
אֵפֿוֹדן,1
שִפֿטָנען,1
פּרנָכן,1
פּלטיאֵל,1
עַזָנען,1
אַחיהוד,1
שלוֹמין,1
פּדָהאֵל,1
פֿרײַע,105
פּלעצער,102
טױטשלעגער,19
אַרבט,3
"לוִיִים.
",4
בלוטמאָנער,12
שטעלט,41
אײַזערנער,5
מערדער,13
הילצערנער,1
שטױס,4
כּיװן,6
אומגעזען,1
בלוטמאָנערס,1
כֹּהן-גָדול,14
אױסער,8
רעכטגעזעץ,1
"װוינערטער.

",1
עדות-זאָגן,1
צוגעלײגט,8
יוֹבֿל,1
"פֿאָטערס.
",1
טענהט,4
ירשעט,3
"נחלה.
",9
"משפּחה.
",2
מואָבֿ,52
"יריחו.


דבֿרים
",1
תּוֹפֿל,1
לָבֿן,1
חַצֵרות,1
די-זָהָבֿ,1
סיחין,6
חשבון,15
עַשתָּרוֹת,7
שכנים,13
נידערונג,22
לבֿנוֹן,10
צוגעזאָגט!,1
שװערקײט,2
קריגערײַ?,1
פֿאַרשטאַנדיקע,8
געניטע,3
קלענסטן,7
גרעסטן,9
אױסהערן,2
מוֹראדיקן,2
אַנגסטן,28
אױספֿאָרשן,7
אַרױף?,2
צעגײן,17
עַנָקים,8
האבָ,1
גלױבט,8
געטרעטן,9
פֿאַרשטײען,12
כּלֵי-מלחמה,3
גרינג,7
בינען,2
חָרמָה,5
"געבליבן.

",1
אַרומגעדרײט,5
גײטדורך,1
אָנהײבן,13
אײַנהאַנדלען,1
אֵילַת,5
"עֶציוֹן-גֶבֿר.
און",1
לוֹט,2
מוֹאָבֿים,2
"זֶרֶד.
און",1
קריגסלײַט,13
עַמוֹנים,3
זַמזומים,1
כוֹרים,1
עַוִים,4
כַּפֿתּוֹרים,2
כַּפֿתּוֹר,3
אײַנצונעמען,4
פֿאַרפֿיר,1
װאַרפֿן,19
ציטערן,41
פֿלאַטערן,1
קדֵמוֹת,4
דורכלאָזן,1
סיחוֹנען,2
"פֿאַרװערט.

",1
אַרגוֹבֿ,3
מױערן,37
חֶרמוֹן,3
צידוֹנים,5
שִׂריוֹן,1
אֶמוֹרים,1
שׂניר,3
פֿלאַכלאַנד,8
סַלכָה,4
עוֹגס,1
אײַזערן,1
רַבה,7
אײַלן,31
"מאַן.
",13
גָדים,13
עוֹגן,4
גשורי,6
מַעֲכָתי,6
חַווֹת-יָאיר,1
אַראָפּגאַנגען,6
העלדישע,49
געװאָפֿנט,1
באַרוען,13
קיניגרײַכן,35
"אײַך.
וָאֶתְחַנָן
",1
גבֿורות?,1
פֿעסטיק,3
"בית-פּעוֹר.

",1
לערן,18
געביט,20
בעַל-פּעוֹר,1
געלערנט,26
קלוגשאַפֿט,12
אומה,26
גרויס,1
גערעכטע,24
בלויז,2
בילד,15
געפֿליגלטן,1
פֿליט,5
לבֿנה,25
אַראָפּגעפֿירט,7
צוגעטײלט,2
אײַזנשמעלצאױװן,3
אַרבפֿאָלק,1
אײַערטװעגן,4
פֿאַרװערטץ,1
דערצערענען,29
מַאֲריך-יָמים,8
אַװעקפֿירן,7
צודריקן,4
"געשװאָרן.
",4
פֿרעג,13
פּרוװוּנגען,2
חוץ,8
ט,2
אַרײַננעמען,8
בצֶר,3
ראָמוֹת,3
גוֹלָן,4
"מנַשים.
",1
בית-פּעוֹר,3
שׂיאוֹן,1
"פּסגָה.

",1
שעה,10
איבערצוגעבן,4
באַגערן,11
"געגעבן.
",5
שטאַרבן?,3
אַלדעם,9
"אַרבן.

",1
אײַנשאַרפֿן,1
לײגסט,4
"טױערן.
",3
כּל-טובֿ,2
אױסגעהאַקטע,2
אײלבערטגערטנער,6
אַרױסשטױסנדיק,1
באַפֿױלן?,3
פּרעהן,19
"געבאָטן.
",1
אַרױסװאַרפֿן,3
שטאַרקערע,3
בודן,1
אײַנװאַרפֿן,5
געשניצטע,16
אײגן,14
װינציקסטע,1
געטרײַער,3
באַצאָלט,16
אונטערצוברענגען,10
אונד,2
"טאָן.
עֵקֶבֿ
",1
פֿרוכפּערונג,3
עקר,1
װײטאָקן,3
"שָׂונאים.
",1
פֿאַרטרײַבן?,1
פּרוּװוּנגען,1
פֿאָרכטיקער,5
ביסלעך-ביסלעכװײַז,1
פֿאַרטומלעניש,5
מיאוסן,2
"דאָס.

",1
אױסגעהונגערט,1
געשפּײַזט,6
אָפּגעטראָגן,5
אױפֿגעלאָפֿן,1
שטראָפֿט,9
בעכן,16
טיפֿענישן,14
אײלבערטן,4
אָרימקײט,7
האַקן,8
באַװױנען,3
דערהײבן,21
שקאָרפּיאָנען,2
דאָרשטעניש,3
קיזלשטײן,3
לעצט,8
פֿאַרשאַפֿט,1
אָנצושאַפֿן,1
עַנָק?,1
אַרױסשטױסן,2
שלעכטיקײט,42
רעכטפֿאַרטיקײט,29
צוזאָג,24
"ביסטו.
",5
דערצערנט,23
געגאָסענעם,5
אַראָפּגעװאָרפֿן,9
אַנידערגעװאָרפֿן,5
געשראָקן,11
באַך,11
אַנדיערגעװאָרפֿן,1
אױסגעלײַזט,4
האַרטקײט,1
"אָרעם.

",1
הילצערנעם,2
באֵרוֹת-בנֵי-יַעֲקָן,1
מוֹסֵרָה,1
גודגוֹד,2
הימלען,124
באַשנײַדן,2
שױנט,3
לױב,58
פֿאָרכטיקע,7
דאַרפֿט,6
פֿלײצן,3
אונטערגעבראַכט,6
זאָרגט,1
פֿרירעגן,5
שפּעטרעגן,6
איבערגערעדט,4
פֿאַרשפּאַרן,3
רעדנדיק,1
טרעטן,17
הינטערשטן,5
קײַנער,17
"צוגעזאָגט.
רְאֵה
",1
גרִזים,3
עֵיבֿל,6
גִלגָל,22
אײַכנבײמער,6
מוֹרֶה,1
"הײַנט.

",1
בערגלעך,5
צװײַגהאַפֿטיקן,11
אױפֿטו,5
מנדר,10
מעגסט,3
געלוסט,17
מזל-ברכה,2
הירש,6
הינד,9
«לאָמיך,1
פֿלײש»,1
געלוסטן,4
קוסמט,1
נאָכצוטאָן,1
דאָדאָזיקע,1
געטער?,4
טאָ,26
"געטער.

",1
חלומער,3
אָפּקערונג,7
אַראָפּצופֿירן,2
אָנרעדן,9
פֿאַרבאָרגעניש,32
װוֹּינען,2
אַרױסגעטרעטן,1
נידערטרעכטיקע,15
צונױפֿקלײַבן,4
מאַרק,10
חורבֿה-הױפֿן,3
כרם,1
אָנקלעפּן,1
דאַמהירש,1
שטײנבאָק,1
גאַזעל,1
װילדציג,2
באַרגשעפּס,1
צעשפּאָלטענע,3
"אָנרירן.
",1
בײַנברעכער,1
האַביך,1
פֿלעדערמױז,1
אַװעקגעבן,5
יאָריערלעך,1
אױסגעבן,2
אויף,2
שמיטה,5
בעל-חוֹבֿ,1
אָפּלאָזן,14
"געװעלטיקן.
",3
אביון,5
באַדערפֿעניש,2
באַדאַרף,6
געדאַנקען,20
גיסט,19
אָרעמאן,2
ייִד,6
באַשענקען,2
דורכשטעכן,2
לױנאַרבעטער,4
דערבײַ,9
בראָטן,3
שנײַדמעסער,4
פֿרײַער,4
"געזעצן.
",2
אײַנקום,15
"פֿרײלעך.
",4
"געגעבן.
שוֹפֿטִים
",1
פֿאַרקרימט,3
געצנבױם,5
"פֿײַנט.

",4
איבערצוטרעטן,1
טענה,9
שעדיקונג,5
שטרײַטזאַכן,2
לערנונג,21
מוטװיליקײט,8
"מוטװילקן.
",1
דײַנער,4
זעצט,11
איבערחזרונג,2
לײענען,3
קינבאַקן,4
מאָגן,1
שערונג,1
װוינט,2
גלײַכע,3
אָפּלערנען,2
װאָרזאָגער,9
װאָרזאָגענישן,1
צײכנזעער,2
טרעפֿער,1
מכשף,1
צױבערשפּרעכער,9
פֿרעגט,15
פֿאָרשער,2
ירשעסט,1
צײכנזעערס,1
װאָרזאָגערס,3
אַרײַנגעבן,7
מוטװיליקן,3
אָפּמאַרקירן,1
אײַנטײלן,2
דרײען,6
פֿאַל,6
װאַלד,40
פֿאַרמעסטן,1
אָפּצוהאַקן,3
אָפּשפּרינגען,1
טױטשטראָף,4
לױערן,14
[פֿאַרגאָסן],2
פֿאַררוקן,1
אָפּגעגרענעצט,1
פֿאַרזינדיקונג,3
אומגערעכטער,1
פֿאַרקערטע,3
שטרײַט,12
פֿאַלשער,12
געטראַכט,21
"פֿוס.

",1
שלאַף,13
העלפֿן,95
נײַ,16
באַנײַט?,1
באַנײַען,7
אָנגעהױבן?,1
גענומען?,1
שרעקעדיק,1
װײכהאַרציק?,1
חיל-פֿירער,34
צורופֿן,1
געפֿינט,25
צינז,4
לעגערן,5
רױבן,17
היגע,2
כְּדי,2
באַלעגערונג,15
באַלאַגערװערק,1
"נידערונג.

",1
געהרגעטער,1
ליגנדיק,3
געהרגעטן,3
נענטסטע,2
האַרטן,5
באַאַרבעט,5
באַזײט,1
אָפּגעהאַקט,27
"תֵצֵא
",1
נעגל,8
באַמאַנען,3
באַלעבאַטעװען,2
"געפּײַניקט.
",1
באַליבטע,5
פֿאַרהאַסטע,3
פֿאַרהאַסטער,3
באַליבטער,4
אָנדערקענען,2
"בכוֹרה.
",1
אָפּקערער,12
אונדזערער,6
פֿרעסער,2
זױפֿער,2
"האָבן.
",5
שענדונג,1
געהאַנגענער,1
"נחלה.

",1
פֿאַרבלאָנדזשעטע,1
פֿאַרלאָרענעם,2
"פֿאַרהױלן.
",1
ערגעץ,4
פֿײגעלעך,2
געלענדער,1
אַראָפּפֿאַלן,5
"װײַנגאָרטן.
",1
אַקערן,5
"אײנעם.
",4
דעקסט,1
"צו.
",4
בלבול,2
שֶם-רַע,3
בתולים,5
פֿאַנאַנדערשפּרײטן,1
דעקע,4
קנַסען,1
אַרױסגעלאָזן,1
פֿאַרקנַסטע,2
אָנכאַפּן,3
טױטזינד,1
דערהרגעט,2
"העלפֿן.
",5
"צודעק.
",2
צעדריקטער,1
פֿאַרשניטענער,1
שאַנדגלידער,1
ממזר,1
עַמוֹני,5
מוֹאָבֿי,4
אַקעגנגעקומען,6
אונטערװעגנס,6
געדונגען,7
בלעָמען,2
װױלזײַן,2
אַדוֹמי,7
דריטער,24
שלעכטער,18
נאַכטיקער,1
סיבה,4
פֿלעקל,6
זעצסט,3
אױפֿגראָבן,1
קױט,22
באַשירעמען,13
איבערענטפֿערן,12
ראַטעװען,10
"קריװדען.
",1
שאַנדפֿרױ,1
שאַנדיונג,1
"בײדע.
",2
שפּעטיקן,4
פֿרײַװיליק,3
אַרױסגערעדט,2
"מױל.
",9
"אַרײַנטאָן.
",1
"תּבֿואה.
",1
אױסגעפֿונען,6
שרײַבן,6
גט,3
לעצטער,9
צוריקנעמען,2
נײַע,12
דערפֿרײען,8
"גענומען.
",2
מילשטײן,4
"משכּון.
",1
גנבֿענדיק,2
הלװאה,1
אַנטלײַסט,1
אָרעמען,1
נױטבאַדערפֿטיקן,1
אָרעמאַן,6
אָפּקלאַפּן,4
אײלבערטבױם,11
"זאַך.

",2
אַנידערלײגן,1
שלעג,4
געשענדט,10
פֿאַרבינדן,5
"דרעשט.
",1
געשטאָרבענעמס,1
שװאָגער,2
באַשװעגערן,2
אױסגעמעקט,5
שװעגערין,5
אַראָפּציען,1
שוך,8
שפּײַ,1
אַראָפּגעצױגענעם,1
"שוך.
",1
אַרױסצוראַטעװען,1
שלעגערס,1
ענגע,2
"דערבאַרימען.
",2
בײַטל,8
צװײערלײ,5
װאָגשטײענר,1
גרעסערן,2
קלענערן,2
אֵיפֿהס,1
געװיכט,2
"עװלה.
",1
הינטערשטע,2
אָפּגעשלאַפֿטע,1
באַרוט,23
"פֿאַרגעסן.
כִּי",1
"תָבֿוֹא
",1
בלודנער,1
געדריקטקײט,2
פֿאָרכטיקײט,7
אַרױסגעראַמט,1
אַבֿלות,2
אומרײנערהײט,1
לוג,5
צוצוהערן,17
"גערעדט.

",6
גרויסע,1
באַקאַלכן,2
קאַלך,5
"קלאָר.
",1
"קָול
",1
געשניצט,5
װערק,68
מײַנסטערס,13
"פֿאַרבאָרגעניש!
און",2
אָפּרופֿן,2
"אָמן!
",11
מבֿזה,8
"מוטער!
און",1
פֿאַררוקט,3
"חבֿר!
און",1
"װעג!
און",1
"אַלמנה!
און",1
"צודעק!
און",1
"בהמה!
און",1
"טאָכטער!
און",1
"שװיגער!
און",1
"בלוט!
און",1
"טאָן!
און",1
"אָמן!

",1
דערגרײַכן,2
"טײגמולטער.
",2
"אַרױסגײן.
",5
"דינען.
",3
"דערגרײַכן.
",1
מהומה,5
אָנגעשרײַ,1
אונטערנעם,1
ברענונג,1
קאָרנבראַנד,5
װעלקעניש,5
אַװעקטרײַבן,1
בײַסעניש,1
משוגעת,7
צעדולטקײט,2
טאַפּן,5
טאַפּט,1
פֿינצטער,35
באַגזלט,3
פֿאַרקנַסן,4
אַװעקגעגזלט,1
מי,41
געדריקט,27
משוגע,9
שענקלען,4
שפּריכװאָרט,10
"אַװעקפֿירן.
",1
װאָרעם,11
אײלבערטבײמער,5
"גריל.
",1
"עק.
",2
פֿרײלעכן,3
דאָרשטיקײט,5
מינערונג,3
אַרױטאָן,1
אײַזערנעם,4
"פֿאַרטיליקן.
",3
אָנטראָגן,1
שװעבן,3
פֿאַרשײַטן,4
פֿרוכטפּערונג,1
שאַף,3
באַלעגערן,6
פֿעסטע,5
פֿאַרזיכערט,56
אײדעלער,1
פֿאַרצערטלטער,1
אײדעלע,1
פֿאַרצערטלטע,3
פֿאַרצערטלטקײט,1
אײדלקײט,1
נאָכגעבורט,1
געאַכפּערטן,1
פֿאָרכטיקן,3
װוּנדערלעך,16
אָנגעהאַלטענע,2
קרענק,8
געפֿרײט,25
פֿאַרטילקן,1
אַװעקגעריסן,3
מנוחה,8
אומרואיק,1
אױסגײעניש,1
פֿאַרשמאַכטונג,1
הענגען,4
אָװנט!,1
פֿרימאָרגן!,1
זעאונג,4
אָנבאָטן,1
"חוֹרֵבֿ.

",1
"געזאָגט
איר",1
"טאָן.
נִצָבֿים
",1
האָלצהעקער,4
װאַסערשעפּער,4
אַרײַנטרעטן,1
שליסט,4
אױפֿצושטעלן,8
װאָרצל,15
ביטערקרױט,4
װערמוט,8
רימען,23
אײַנגעשפּאַרטקײט,8
באַװעסערטע,1
דאָרשטיקן,3
פֿאַרדראָס,13
שפּעטערדיקער,2
סדוֹם,7
עַמוֹרָה,6
צבֿוֹיִים,1
לאַנד?,11
גרימצאָרן?,4
זענען,1
אַרױסגעריסן,10
רוגזה,2
"תּוֹרה.

",1
פֿאַרשטױסן,27
פֿאַרשטױסענע,12
געיאָגט,8
ארבן,1
אױסװײלן,4
אַריכת-יָמים,1
"געבן.
וַיֵלֶךְ
",1
"פֿאַרלאָזן.
",2
"אַנגסטן.
",1
רוף,45
צרות,13
שרײַבט,2
טֶבֿע,1
"צוגעשװאָרן.
",1
אױסגעלערנט,3
װידערשפּעניקײט,7
טױט?,3
"הענט.
",8
"סָוף.
הַאֲזִינו
",1
טריפֿן,13
גוסרעגן,5
שפּרײרעגן,4
געטרײַשאַפֿט,7
פֿאַרדאַרבונג?,1
נײן!,4
קרומער,1
פֿאַרדרײטער,2
פֿאַרגעלטן,13
געמײן,2
אומקלוג,1
געשאַפֿן?,1
"געפֿורעמט?
",2
באַטראַכט,27
אױבערשטער,5
באַטײלט,1
מדבר-לאַנד,2
װיסטן,2
געװאָי,1
װילדערניש,2
אױפֿגעפּאַסט,4
אױגאַפּל,2
װעקט,7
פֿלאַטערט,1
שפּרײט,17
פֿלעדערן,3
פֿליגל,16
זױגן,4
"קיזלשטײן;
",1
נירנפֿעטס,2
טרױבנבלוט,1
טרינקסטו,2
שױמיקן,2
ישורון,3
געבריקעט,1
דיק,1
גראָב,4
פֿרעמדגעטער,1
דערבײזערט,3
אומגעטער,3
אָקאָרשט,2
געקומענע,1
געפֿאָרכט,5
דערצערענונג,4
פֿאַרקערטער,3
אומגאָט,1
נישטיקײטן,8
אומפֿאָלק,1
געמײַנער,1
דערבײזערן,1
צעפֿלאַמט,1
גרונטפֿעסטן,25
דאַרונג,1
גיפֿט,12
שטױבקריכערס,1
בחור,6
גרײַזגראָען,1
קלוג,23
באַקלערט,9
איבערגעענטפֿערט?,1
סם,1
אומדערבאַרימדיק,3
"פּיפּערנאָטערגיפֿט.
",1
פֿאַרחתמעט,9
שאַצקאַמערן,18
באַצאָלונג,4
אױסגליטשן,6
מוטערמענטש,3
געשיצט,4
גיסאָפּפֿער?,1
אופֿשטײן,1
"פֿאַרבאָרגעניש.
",1
טײט,12
לעבעדיק,16
פֿאַרװוּנד,1
בליץ,12
אָנשיכּורן,1
אָנעסן,1
לאַנגהאָריקע,1
באַזינגט,3
פֿאַרגיטיקן,2
גערײד,18
יריחוֹ,8
צִין,1
"ישׂראל.
וְזֹאת",1
"הַברָכָה
",1
"געזאָגט
",7
אױפֿגעשײַנט,1
אַרױסגעשראַלט,1
פֿײַערדיק,1
ליבהאָבער,32
יעקבֿ“,1
פֿאַרזאַמלט,2
"געצײלטע.
",1
שטרײַטן,3
פֿרומען,3
געשטראָפֿט,15
גאַנצאָפּפֿער,1
צעהאַק,1
באַשירעמט,4
טײַערסטן,4
טײַערסטע,5
מיטאַנאַנדער,3
"מנשה.
",4
פֿרײ,14
אוֹצרות,29
"זאַמד.
",1
דערברײטערט,2
גָד!,1
שאַרבן,10
הערשער,10
געזאָגטדָן,1
שפּרינגט,6
"אַרױס.
",5
"אַרבן!
",1
באַליבט,4
"שטאַרקײט.
",1
רײַט,9
באַשיצונג,24
"פֿאַרטיליק!
",1
אָפּגעזונדערט,5
גלײַכן?,4
גרױסקײט!,1
"טרעטן.

",2
[יַרדן]-געגנט,1
צוֹעַר,2
אַריבערקומען,3
פֿרישקײט,3
"אַװעק.
",4
טרױערגעװײן,1
"געענדיקט.
",2
"יְהוֹשועַ

",1
חִתּים,5
מצליח,4
פֿאָרכטן,42
גיבוֹרים,51
"פֿעסט.
",1
שטילערהײט,5
רָחָבֿ,2
אױסצופֿאָרשן,6
רָחָבֿן,1
"אָניאָגן.
",1
פֿלאַקסשטעקלעך,1
איבערפֿאָרן,8
"נאָכגעיאָגט.
",1
סיחונען,3
קײנעם,14
אונדזערע!,1
"טרײַשאַפֿט.
",2
אַראָפּגעלאָזן,3
שטאָטמױער,2
נאָכיאָגער,12
טירן,61
דערױסן,16
"באַשװאָרן.
",1
"פֿענצטער.
",2
נאָכיאָגערס,4
"געפֿונען.
",3
"אונדז.

",1
"אַריבערגעגאַנגען.
",2
"נעכטן-אײערנעכטן.
",3
"פֿאָלק.
האָבן",1
"אָפּשטעלן.
",1
חוִי,2
"הױפֿן.
",1
אָפּגעשטעלט,25
אָדָם,2
צָרתָן,1
אַריבערברענגען,2
נאַכטלאַגער,2
שטײנער?,2
אַריבערגעטראָגן,4
אױסגעפֿירט,7
מזרח-עק,1
אַרױסגענועמן,1
מעסערס,3
מַל,1
"גִבֿעַת-הָעֲרָלוֹת.
",1
געגאַנעגן,1
"אונטערװעגנס.
",1
געזונט,9
פֿײַנט?,4
פֿאַרשפּאַרט,4
"אַרײַן.
",3
שוֹפֿרות,12
אײַנפֿאַלן,5
געבלאָזן,22
הינטער-חיל,3
"שוֹפֿרות.
",1
שאַלט!,2
"שאַלן.
",2
אַרומגעגאַנגען,12
פֿאַראומגליקן,2
אײַזערנע,22
שאַץ,10
געשאַלט,11
אײַנגעפֿאַלן,6
יונגעלײַט,22
רחבֿן,1
רחבֿ,1
אָפּבױען,7
יריחו!,1
גרונטפֿעסט,14
"טירן.
",1
שֶם,2
עָכָן,5
זַבֿדי,6
בית-אָוֶן,5
דאַרפֿסט,4
מיען,4
"װינציק.
",2
שבֿרים,1
אַריבערגעבראַכט,3
אונטערצוברענגען?,1
באַשטאַנען,10
יַרדן!,1
געמוזט,2
דערהערן,1
אַרומרינגלען,5
"נאָמען?
",1
פֿאַלסטו,1
איבערגעטרעטן,10
עָכָנען,1
"דעם.
",5
אַװעקגעלאָפֿן,1
עָכוֹר,4
פֿאַראומגליקט?,1
מלחמה-פֿאָלק,5
לױערער,27
אױסגעװײלט,6
אַװעקציען,1
לױער,5
פֿאַרכאַפּט,7
לױעראָרט,1
אױסגעשטעלט,18
"טאָל.
",1
אָפּגערעדטער,1
"מדבר.
",3
נאָכצוּיאָגן,3
אָפֿן,18
איבערצולאָזן,3
געבליבענעם,2
אַנטרונענעם,3
"יהוֹשוען.
",1
אױסהרגען,4
צוריקגעצױגן,2
שטאָטטױער,6
תּוֹרת-משה,4
"זײ.

",8
גִבֿעוֹן,23
פֿאַרשטעלט,6
אָפּגעניצטע,2
צונױפֿגעבונדענע,1
װײַנלאָגלען,2
אָפּגעטראָגענע,2
פֿאַרלאַטעטע,1
ברעקלעך,3
"בונד.
",5
זיצסטו,3
בונד?,1
װאַרעמערהײט,1
פֿאַרשפּײַזט,1
כּפֿירָה,4
באֵרוֹת,4
קִריַת-יעָרים,12
"פֿירשטן.
",1
גענאַרט,3
"אױסדערװײלן.

",1
אַדוֹני-צֶדֶק,2
ירושָלַיִם,321
מלוכה-שטעט,1
הוֹהָם,1
פִּרְאָם,1
יַרמות,7
יָפֿיעַ,4
לָכיש,18
דבֿיר,28
עֶגלוֹן,8
געלעגערט,26
העלף,37
פּלוצים,5
אַרױפֿגאַנג,11
בית-חוֹרוֹן,11
עַזֵקָה,7
מַקֵדָה,9
